timestamp,fundamental_price
0,250.0
1,248.92566123301316
2,248.0827970025825
3,244.89848213798123
4,246.96146251353355
5,244.13593451893183
6,241.76837576499605
7,243.119923248732
8,242.47848305435394
9,241.95792221339593
10,238.9660563434353
11,239.54206425049858
12,240.4877231587878
13,241.37919053133228
14,242.74486680584016
15,242.33703114513855
16,243.95228875601313
17,255.30771059683917
18,254.60018716437077
19,253.72046465071685
20,252.11757678742842
21,250.51667616126954
22,251.27218265435843
23,249.68992787317762
24,237.15396262042935
25,236.18918456634844
26,237.6610345031035
27,237.2439030363354
28,235.8833497990058
29,237.32739532858363
30,235.302889894458
31,234.24964576089124
32,233.88407513871385
33,233.7522621692836
34,235.9091045553757
35,234.73349820934712
36,234.57028438080442
37,235.52058051413306
38,234.95747244313515
39,233.80885847944853
40,235.99410978804505
41,235.31111149752863
42,236.46300052231854
43,237.9270486813361
44,238.0077491111195
45,237.83662023157348
46,236.05919161944485
47,237.00621674998962
48,237.7722805510907
49,241.05521585006994
50,240.12874393425813
51,240.36217073228798
52,239.52400143164115
53,238.08965609897214
54,238.38402600985333
55,239.34561737659595
56,238.35773007325008
57,238.3146986067412
58,240.40807084769185
59,240.90689379787167
60,240.12649468357228
61,240.47598598261595
62,241.13152561777494
63,239.88124427125996
64,242.02775222776546
65,242.9443406101417
66,240.90621543980473
67,238.5475502526503
68,238.58924496818037
69,241.1854261182087
70,242.24569075585683
71,240.93778674568847
72,242.9129255940357
73,243.42794447017914
74,242.485267422644
75,244.04410890682894
76,243.62224418590714
77,237.07681212251157
78,237.2501863015911
79,239.07043580070447
80,237.54664497753652
81,238.46017846149806
82,240.69565908650176
83,240.18915403588557
84,242.17962356720903
85,239.85345599311466
86,238.89760977929632
87,240.87962077579346
88,241.7060770555755
89,239.6458632490468
90,239.03786056271966
91,240.12540756639254
92,240.45990719505622
93,238.11679524728956
94,237.72418741356503
95,238.31774580093253
96,243.9227332936269
97,244.1250103429896
98,243.8456179044192
99,244.63567558690653
100,242.98057733411554
101,240.71713638657405
102,238.67185812998744
103,238.17444219086508
104,237.68996473419742
105,240.39998748765416
106,241.6437075930241
107,239.89248590475833
108,239.53366049495233
109,240.99448873197812
110,242.45340018541447
111,242.40548397130547
112,242.05118504958483
113,244.70488014248744
114,244.73953903093988
115,241.27397638948221
116,242.64135774736056
117,242.94935321874863
118,246.1167013714951
119,247.12017292103965
120,245.5618063177611
121,243.1997475514251
122,243.57007957598765
123,245.33803825300333
124,245.70668407055868
125,247.60485775008289
126,248.60796813779706
127,249.9307760887762
128,248.60170144581585
129,250.03759806939578
130,251.46847211437955
131,252.46688698455813
132,252.10881835606054
133,252.04177706302968
134,252.72835250796507
135,251.36108719554466
136,253.27991766155796
137,252.75173412181704
138,252.8645444448828
139,252.25263061077106
140,251.92772784890872
141,251.21253552806198
142,251.8093267962627
143,250.8683917012525
144,250.6162629128994
145,252.89956649578835
146,251.15588551848077
147,254.2462028056018
148,254.27343709122783
149,255.23298023310332
150,254.0013831907317
151,251.02563596048023
152,253.0167619025268
153,253.5599801055711
154,254.32869926374352
155,252.79679654869125
156,252.9413565701478
157,251.41915261060547
158,250.27112136789052
159,249.79433949452354
160,249.4586628915517
161,247.33611089929187
162,247.96284166057126
163,248.36383161392865
164,248.08616595854863
165,246.55094748410767
166,246.73971243773659
167,246.52993569876907
168,248.57519145657452
169,250.3607152430906
170,249.69161210694273
171,249.52010080560652
172,247.76241032032124
173,248.81729404925395
174,247.83269782523556
175,247.33181667732475
176,248.3565845628129
177,250.2507049682598
178,251.50068432263689
179,248.8944693683683
180,249.99169455769294
181,248.07532189661933
182,252.49821704160496
183,253.19228515416046
184,255.37572020529188
185,255.37613845194312
186,252.4102194923505
187,258.4296249881467
188,260.15941799724635
189,263.1455357887019
190,261.1279520018253
191,263.8090061727398
192,261.48927665005647
193,259.4299460996845
194,258.56106378503085
195,257.67445157066595
196,259.41733287960335
197,257.9171934128603
198,257.78722620807883
199,258.95455918695393
200,256.3433900502626
201,258.33188234102295
202,256.23979184847974
203,256.8070938941207
204,256.12622031368886
205,255.6363717490488
206,254.87870268305346
207,253.736005733334
208,249.65482963820898
209,248.90456779594484
210,248.01970734576975
211,246.69762996840518
212,247.66271924288176
213,249.33091194351255
214,250.10943639849077
215,250.79202582553538
216,252.41492283773712
217,253.55607698367916
218,254.4050289951357
219,254.1431622538666
220,252.6239148790774
221,250.76240079563263
222,254.14817659633476
223,253.81270272971037
224,252.3949841667949
225,252.37155465588526
226,253.72012449588723
227,252.52236575275
228,252.48030193275233
229,253.76827626231582
230,254.0660532335255
231,251.79716967031584
232,251.3512487870149
233,253.3907162586844
234,254.30027769340506
235,254.42058608346358
236,254.8025282169846
237,254.28035198328217
238,254.68056115156966
239,255.90177863133255
240,256.3916625546107
241,254.36166847280703
242,254.0011358267936
243,255.4280699086367
244,253.95370518138046
245,254.8879050144154
246,255.7902238267292
247,254.71524142112176
248,253.74988407907358
249,253.89119413342783
250,255.4420909567877
251,254.93362969697716
252,256.6936464325364
253,257.15575267801125
254,255.9417725603591
255,254.76508646427837
256,255.7514644035985
257,257.34763902233607
258,258.7819058267711
259,261.16063314033914
260,264.2783283502219
261,263.7181362081392
262,263.6764467745921
263,265.37628133496804
264,266.9753252873547
265,264.5744293129414
266,263.6911396726551
267,263.60765966338045
268,262.8061679461514
269,263.1627322792084
270,260.8365458970043
271,262.37112916758247
272,260.19265274776524
273,261.56837649111895
274,263.91944425697847
275,263.32550960781884
276,256.6861965496702
277,258.88396625446666
278,257.6213135454777
279,257.7286168310901
280,257.6455593446314
281,261.89552104961905
282,263.8950165266062
283,265.0213629293521
284,266.53823425905085
285,266.68006628591974
286,269.04059611875505
287,268.50080289499704
288,268.54112641501814
289,268.2763187657073
290,268.79001836794646
291,267.4162850277383
292,265.93691830560215
293,264.7864988163917
294,264.58675325274385
295,266.24909972201397
296,265.1034274982226
297,266.6085191024758
298,265.89821384409856
299,266.71392708148477
300,268.3129998168503
301,268.98496406424124
302,266.6968436831733
303,265.935825457466
304,267.40038825898324
305,266.2882963905855
306,266.67292323203617
307,266.44276892351985
308,266.97951888557475
309,266.207808331153
310,268.626462772291
311,269.42755677988634
312,269.6952936632538
313,269.0918922680058
314,269.69234258516946
315,269.6086143083853
316,266.8155441733318
317,265.20452235682205
318,266.989085555045
319,267.49296890197115
320,266.5268881024651
321,265.2325244552497
322,266.5140833835519
323,267.14832868294843
324,269.4369750941746
325,271.613771731377
326,270.9986859943007
327,272.6570321469934
328,271.78777739595154
329,272.1482206700143
330,270.68719569954885
331,270.16291916905055
332,268.70151493908764
333,269.3743707292887
334,268.041689911289
335,266.95822956155774
336,265.6422625319747
337,264.14484566608434
338,262.4502084893059
339,261.96492094311066
340,261.5543671608586
341,261.0725310571776
342,264.4248731314968
343,260.2666698773839
344,259.4507200506615
345,256.9910683292702
346,256.47614436671245
347,257.798772789153
348,257.7729484397314
349,256.05375233375224
350,257.6330760009558
351,255.2395208233601
352,253.2800859027997
353,252.56260789496184
354,251.9329874786244
355,253.1888270514913
356,252.36368514577043
357,251.91196013773333
358,252.41629545808905
359,253.56782257374854
360,255.61305892873273
361,256.332909595137
362,257.01403136007065
363,255.70853302161086
364,254.71440568290276
365,253.09567828921004
366,255.340839668797
367,255.6744578549513
368,256.94744258308015
369,256.4805678977588
370,253.7972290793505
371,251.79766552920148
372,254.1026097107342
373,252.08222674036134
374,251.4202800256393
375,254.29524330038132
376,252.74964187064538
377,254.47145510809318
378,254.24613077322434
379,256.4535051201227
380,256.5306931451459
381,253.72011106464444
382,253.41047037399588
383,254.386236554233
384,256.21501777644465
385,256.27448479084416
386,255.69584842655775
387,256.82686395369
388,257.609139524673
389,259.89759427610625
390,261.6229822798571
391,261.52007841350877
392,259.4030309325698
393,258.0416923931826
394,256.91660418166305
395,257.49064752688895
396,259.8348694891983
397,260.6467062014226
398,260.863825152181
399,259.4455655096575
400,256.7901592661296
401,256.17126906072764
402,255.57943525613888
403,255.39072021046695
404,255.08974624160626
405,257.221534031371
406,254.83882616012963
407,254.899831770906
408,254.43315822525454
409,255.3271049163972
410,255.37521550466778
411,256.149644755343
412,257.2220970786758
413,255.4168961437657
414,257.6523811489306
415,253.81236075077223
416,253.5822791296393
417,256.30537423857567
418,254.21353893634122
419,253.94287832255992
420,253.8605325883705
421,254.42824253587614
422,255.47082654942054
423,254.53410300530496
424,254.4428425942698
425,253.2255052066953
426,254.7396173859552
427,256.21760929974204
428,253.69650170625815
429,257.48029776544826
430,256.124636680955
431,256.67175756235685
432,256.2246588700654
433,254.76234865460953
434,255.61349705334226
435,254.22968427760907
436,252.96672719623248
437,254.43819531868516
438,253.28586148903378
439,255.39172540430667
440,256.20176446839116
441,255.04449181441086
442,255.33273354510303
443,256.95812659714596
444,255.58412335956908
445,254.93700551812282
446,256.45774349875296
447,256.891244475696
448,255.19141310098217
449,256.0947406002247
450,258.09422277923966
451,257.7646962673356
452,258.0091188726563
453,256.29648908192394
454,252.22506255590713
455,250.0066857616136
456,250.9098558683085
457,251.63422486182506
458,253.26924221885915
459,253.73123995681297
460,255.0010296223994
461,254.8265745902391
462,255.6433294364252
463,255.3045833993606
464,254.70797574219543
465,256.8166138828334
466,256.56437833783326
467,258.09898269966794
468,259.4418780385888
469,257.33146470275636
470,255.1085138294858
471,256.5055916751517
472,255.67535929494616
473,256.9059141069996
474,256.48385727040284
475,254.53767116209875
