timestamp,price,spread,volume
0,250.0,0.0,2
1,250.625,0.0,2
2,251.50218750000002,2.384884843750001,3
3,251.441504921875,1.2572075246093846,1
4,251.56722567433596,1.257521826490546,3
5,251.56738282527652,0.8803282960705587,0
6,251.75597959048653,0.8803282960705587,3
7,251.75597959048653,1.257836914126358,3
8,251.94473389951443,1.257836914126358,0
9,251.94473389951443,1.4470627150672897,4
10,251.85012099904395,1.2272315995317058,1
11,251.74020544127617,1.2592506049952021,3
12,251.72419593854443,1.8579421990656613,12
13,252.02354173557967,0.0,3
14,253.78770652772874,1.2689385326386287,0
15,255.3104327668951,2.804607944837926,2
16,256.07826747299475,4.952982626362882,3
17,255.00408013223227,1.2750204006611625,0
18,256.15159849282736,0.1252070033448831,0
19,256.72650519148544,0.8166697556006852,2
20,257.07223656761334,0.02283434497513781,0
21,257.4691542729262,1.9664831529169646,3
22,256.49732986895526,1.5326499786825707,4
23,257.26682185856214,0.26027506764467034,0
24,257.9030093140811,0.7507189475670657,1
25,258.1482312540423,3.0095024353290682,3
26,257.0188395101613,1.3861761597889313,0
27,257.8305026479313,7.604825692809953,6
28,254.8969834824518,1.5802900770983968,0
29,255.5342259411579,5.607071824916886,8
30,253.52083506724867,8.283087009106396,3
31,254.85884265934342,1.7375050311363793,0
32,254.85884265934342,5.0102960201213875,2
33,256.49523815383594,5.0102960201213875,0
34,256.49523815383594,1.7575165537509747,0
35,256.7517333919898,3.3925040349980122,4
36,257.83417555810456,1.7440912975526999,0
37,258.60767808477885,1.7440912975526999,0
38,258.60767808477885,1.7397543225031313,3
39,259.3835011190332,0.0,2
40,261.42226608996145,1.7603872527955673,0
41,262.86008855345625,0.33496887215954985,0
42,263.57279774377423,11.222614649194924,9
43,259.5950174487085,6.827930124627812,2
44,262.5103664577374,3.721635405882182,1
45,264.0635138171102,1.9892458860462057,0
46,264.8557043585615,0.0,3
47,266.6461120547063,2.004916078868291,0
48,267.8460195589525,0.7681852711874626,0
49,268.4643849627929,0.7681852711874626,0
50,268.4643849627929,0.0,3
51,270.6174593644748,0.0,0
52,270.6174593644748,5.118687458144564,2
53,270.63963605627146,6.106437693811301,2
54,269.89678036642397,0.0,3
55,273.19897978534374,11.020516219457704,3
56,270.164688998297,0.0,2
57,275.67494710802583,0.0,1
58,278.1022450218699,0.0,0
59,278.1022450218699,0.0,0
60,278.1022450218699,16.09918229152703,3
61,272.7040220343316,0.0,2
62,280.75361318009516,0.0,1
63,283.37404784063773,2.563521311086788,0
64,284.93260510376126,0.0,2
65,287.7851624384649,2.596181576594404,0
66,289.65576599431495,0.0,2
67,292.8498040133338,0.0,1
68,296.37173894944885,0.0,0
69,296.37173894944885,0.0,0
70,296.37173894944885,0.0,0
71,296.37173894944885,9.871859108473757,2
72,295.16318248745904,0.0,4
73,285.21430642519897,2.6264083260242614,0
74,286.92559226375016,1.0861532778630476,0
75,287.69571978783074,0.3067611586352541,0
76,288.08541584744466,0.0,3
77,290.9117529449884,2.8963585256627766,0
78,293.0935910920758,2.8963585256627766,0
79,293.0935910920758,0.0,2
80,296.75465565155133,2.9622708112532337,0
81,299.2770702245895,2.9622708112532337,0
82,299.2770702245895,0.28244241625537825,0
83,300.6169844220884,2.6903242150755204,1
84,301.8209253214985,0.13113070409053762,0
85,303.100522076991,1.484009906867243,1
86,303.7769616783794,0.0,4
87,307.7089055045373,18.31150862130295,4
88,302.9846847096329,2.673536706268692,0
89,305.40856218731,0.0,3
90,312.14043902028436,0.0,0
91,312.14043902028436,2.9745483056274225,0
92,315.10577319097706,15.523115724745537,3
93,311.83335169654845,0.0,10
94,319.5949095589212,2.6151492684547293,0
95,321.3526815614953,68.67654607161157,8
96,288.32198315991684,68.67654607161157,0
97,288.32198315991684,37.91698493263658,2
98,305.55054372727557,22.01399790359102,1
99,297.5990502127528,4.463985753191309,0
100,298.19424831317826,13.834189928816613,2
101,293.5091462253656,0.0,6
102,291.60133677490074,4.374020051623461,0
103,292.4761407852254,0.0,2
104,295.5471402634703,0.0,1
105,298.9459323765002,4.484188985647506,0
106,300.29118907219447,0.0,2
107,303.8946833410608,13.33258895194649,3
108,301.17901974852134,55.26757847562931,8
109,277.00878923781465,55.26757847562931,0
110,277.00878923781465,29.71135515709824,2
111,264.23067757854915,0.0,4
112,307.8453142244946,0.0,1
113,305.53647436781085,0.0,2
114,310.1541540811783,4.652312311217656,0
115,310.3092311582189,4.49832077371633,0
116,310.3862269269696,4.655793403904568,2
117,310.5414200404331,0.0,1
118,312.86931674238537,4.693039751135757,0
119,313.49505537587015,4.693039751135757,1
120,313.49505537587015,4.693039751135757,0
121,313.49505537587015,0.0,3
122,316.47325840194094,0.0,0
123,316.47325840194094,0.0,0
124,316.47325840194094,4.747098876029099,0
125,317.42267817714674,4.747098876029099,0
126,317.42267817714674,4.747098876029099,0
127,317.42267817714674,4.747098876029099,0
128,317.42267817714674,3.8019514898117563,0
129,317.8952518702554,0.0,2
130,320.75561629800677,4.8113342444701175,0
131,322.0386387631988,0.0,1
132,324.44430588543383,11.028067773636678,2
133,321.50831001216784,0.0,2
134,327.0223438989862,0.0,0
135,327.0223438989862,2.3264894787665753,0
136,328.49394444653166,0.0,2
137,331.14106655660976,2.3547823571648223,0
138,332.9623424226711,0.5317017069158965,0
139,333.87388274779556,0.0,3
140,336.9005416748673,0.0,1
141,340.2881616406812,2.431108009798777,0
142,342.67017877216597,0.043077657902529154,0
143,343.8641939481141,2.452429808816646,1
144,345.06887002357115,0.037204322569607484,0
145,346.2764827666947,1.241471555738542,1
146,346.8786163832791,27.1539326036318,9
147,335.1338573202465,15.573431011107516,3
148,342.74597202610664,24.277091122307183,2
149,333.69543657958417,3.1280617618084534,0
150,334.8633706076127,2.086059023186124,0
151,335.38437197692383,2.086059023186124,0
152,335.38437197692383,1.5614771825566436,0
153,335.64666289723857,1.283216152973921,0
154,335.78579341203,2.086059023186124,3
155,335.38437197692383,28.213878150036123,8
156,322.32046241349883,15.271209313317627,3
157,315.6186796592689,15.271209313317627,0
158,315.6186796592689,0.0,3
159,303.09218257286835,0.0,0
160,303.09218257286835,0.0,1
161,299.7787756245514,0.0,0
162,299.7787756245514,0.0,0
163,299.7787756245514,3.4749159804632654,0
164,298.12999235861633,49.44144777235306,11
165,321.11325825456123,26.563207076737626,1
166,332.55237860236895,0.0,5
167,350.53268753166043,5.21744621770506,0
168,350.53268753166043,0.0,3
169,347.9239644228079,0.0,1
170,350.70735613819033,8.199871993516695,2
171,349.5884326686066,0.0,2
172,345.4884966718482,0.0,3
173,353.6883686653649,0.0,2
174,342.5518444501375,0.0,1
175,356.51787561468785,0.0,1
176,353.8439915475777,0.0,3
177,351.01323961519705,5.265198594227968,0
178,351.01323961519705,0.0,1
179,348.38064031808307,0.0,2
180,353.64583891231104,0.0,1
181,356.4750056236095,5.330102129227953,0
182,356.8314806292331,0.0,2
183,359.8501891370401,12.082667915461172,3
184,357.2116519976554,5.293031602923179,0
185,357.3902578236542,5.121316465568668,1
186,357.30440025497694,4.768498831547788,1
187,357.12799143796656,3.8454014750851684,0
188,356.94942744224755,4.838331783056333,3
189,357.44589259623314,3.977029967010992,1
190,357.8765435042558,7.3649574346356985,4
191,359.57050723806816,0.0,2
192,363.252985955386,3.82955327753416,0
193,364.5243714062299,0.0,2
194,367.66562675382914,3.3826988565427882,0
195,369.3201220742214,3.3826988565427882,0
196,369.3201220742214,0.0,1
197,371.0114715024928,0.0,1
198,374.1978434366455,0.0,2
199,374.9148517118923,0.0,8
200,354.84905614842523,0.0,0
201,354.84905614842523,2.4782963470174195,0
202,355.9828901957013,3.6195022975667825,1
203,356.553493170976,0.0,5
204,345.5935951955384,0.0,3
205,343.64320978313367,0.0,1
206,345.52666896198093,0.0,2
207,341.7597506042864,3.761304365725664,0
208,341.58887072898426,3.5986974219233048,0
209,341.5075672570831,3.5986974219233048,0
210,341.5075672570831,3.514773679648499,0
211,341.46560538594565,3.5986974219233048,2
212,341.5075672570831,3.4896413938948285,0
213,341.5620952710973,0.0,4
214,347.594568399454,0.0,1
215,350.3368131602888,0.0,7
216,339.4144111774109,0.0,3
217,353.32232995809653,0.0,1
218,351.2761704091522,0.0,1
219,348.8834596095538,0.0,1
220,346.334477836177,0.0,3
221,355.36848950704086,3.887938983349045,0
222,355.36848950704086,3.887938983349045,0
223,355.36848950704086,3.887938983349045,0
224,355.36848950704086,4.050822643176161,3
225,355.3686616469691,3.742885555539317,0
226,355.5226301907875,3.5880804816736713,0
227,355.6000327277203,4.3082641111643625,6
228,355.4973823809632,0.0,4
229,357.65151443654537,3.7681865067758054,0
230,357.8303401937636,0.0,3
231,359.89550146683484,3.793507226410952,0
232,360.2553969683017,8.8092445359826,3
233,357.7475283135159,3.7708613414487218,0
234,357.5686545493591,3.7279186994366,1
235,357.3898702220844,0.0,3
236,353.34290604552456,3.33957704478496,0
237,352.4595487804107,2.800885265989905,1
238,351.5783999084597,1.7356630467753007,0
239,351.0457887988524,0.0,4
240,352.97884254145464,8.703354518161632,3
241,354.9021523127219,2.3273902675165345,0
242,354.3697990842528,2.3273902675165345,0
243,354.3697990842528,1.8095712387602703,0
244,354.11088956987464,0.0,4
245,350.5504750536411,0.0,1
246,348.1586799381742,0.0,1
247,345.5712338568127,0.0,1
248,342.81752202734714,0.0,0
249,342.81752202734714,0.0,1
250,339.90991135317864,2.3650094995722384,0
251,338.0404068407362,0.0,3
252,337.34416202490735,0.0,2
253,342.29695748124215,2.336230616563853,0
254,340.5854726938359,15.598317803700809,6
255,347.2165162874044,2.571485405183921,0
256,346.52208325482957,1.9692973787264236,0
257,346.2209892416008,17.278458091380173,8
258,353.87556959792767,2.8095905756164257,0
259,354.58332073712353,2.8095905756164257,0
260,354.58332073712353,0.0,2
261,362.5147986436178,3.0801595675420685,0
262,363.60234303954866,3.0801595675420685,0
263,363.60234303954866,2.0866340653974476,0
264,364.09910579062097,1.5901392903642773,0
265,364.34735317813755,1.315538666823386,0
266,364.484653489908,20.98894971752867,8
267,354.6479479645553,0.0,4
268,337.6222592776885,0.0,1
269,335.0135879890866,0.0,2
270,335.74188670008385,0.0,1
271,332.6630390782632,0.0,0
272,332.6630390782632,3.784668891770366,0
273,331.3323869219501,3.784668891770366,0
274,331.3323869219501,0.0,3
275,336.4705411150039,3.669381634902493,0
276,335.2928942211014,2.52442143324555,0
277,334.72041412027295,1.9511041012547707,0
278,334.4337554542775,1.5953688832209423,0
279,334.25588784526065,1.4146909621730401,0
280,334.16554888473667,1.3238191872007405,0
281,334.12011299725054,1.1949506595173602,0
282,334.05567873340885,33.59570291519748,13
283,350.2560548612489,20.830060972831347,2
284,342.67114383217506,0.0,3
285,367.17649308914275,4.449435565330646,0
286,368.4616108149547,4.449435565330646,1
287,368.4616108149547,5.491640342690289,2
288,369.6920074972127,0.0,2
289,373.55461811406377,0.0,3
290,368.78693294033934,0.0,1
291,372.8105681074186,10.839445310344445,3
292,371.6566156874616,43.878189268392646,4
293,353.41199696770036,25.4087788227975,2
294,364.3719489312351,5.2187358440712615,0
295,365.2828788035632,14.402827461106256,1
296,369.8749246120807,0.0,2
297,377.07633834263385,5.489616487199896,0
298,378.5846436960044,0.0,1
299,381.3294519396043,9.989241064260568,1
300,380.8344559845347,0.0,1
301,385.829076516665,0.0,6
302,331.29909010978133,2.9624459180004123,0
303,332.72945409935306,0.0,2
304,335.72401918624723,0.0,1
305,339.08125937810973,8.596213511263898,1
306,338.3435058459479,0.0,2
307,342.6416126015799,0.0,1
308,346.41067034019727,0.0,1
309,350.3943930491095,0.0,2
310,349.3432098699622,5.240148148049457,0
311,350.915254314377,3.6728198369679035,0
312,351.69891846991777,2.89150667389373,0
313,352.08957505145486,2.5020220621012186,0
314,352.28431735735114,0.0,4
315,356.31464995207233,5.344719749281126,0
316,358.6306951767608,5.344719749281126,0
317,358.6306951767608,3.030990569817334,0
318,359.7875597664927,1.875282844675155,0
319,360.3654136290638,1.2980068359666461,0
320,360.654051633418,1.0096574696167409,0
321,360.798226316593,1.0096574696167409,0
322,360.798226316593,4.531188021438936,3
323,362.55899159250407,5.117131838086095,1
324,362.85196350082765,0.0,3
325,367.01107956917537,2.518298552177612,0
326,370.49768482508256,0.0,2
327,375.2961241082786,20.032775005032875,3
328,370.3097850843011,2.5451441508430435,0
329,373.45741825751765,0.0,6
330,360.0050482154347,0.0,1
331,364.1987592853104,3.363107455262366,0
332,367.2944487392356,3.427024483958462,1
333,370.4164515535191,3.427024483958462,0
334,370.4164515535191,3.427024483958462,0
335,370.4164515535191,10.558545878492339,3
336,366.8506908562522,4.23573258664112,1
337,370.01209750217777,0.9016654366863008,0
338,371.67913107715515,0.0,4
339,376.4127932305401,3.568315134936711,0
340,379.98871476623026,7.214888699661628,1
341,381.8120015485927,0.0,2
342,387.27638072335156,0.0,1
343,393.2054759087726,0.0,1
344,399.44252333871594,46.57115301792322,8
345,382.71334871568786,3.7873424226781935,0
346,385.58369883105553,3.7873424226781935,1
347,385.58369883105553,3.7873424226781935,1
348,385.58369883105553,0.0,5
349,405.99892522464944,4.536014965260051,0
350,409.6529155516713,4.536014965260051,0
351,409.6529155516713,0.0,2
352,415.70662070359595,0.0,1
353,422.269346933924,0.0,1
354,417.45802688733977,0.0,0
355,417.45802688733977,4.933637056024054,0
356,421.63260715621317,0.0,10
357,428.31191505638066,0.0,2
358,428.807216194672,5.029021816046338,0
359,431.80886670803466,2.0247443287141778,0
360,433.31100545170074,2.0247443287141778,0
361,433.31100545170074,0.5208603741701836,0
